"Rawson et al., Compositional variability in mafic arc magmas over short spatial and temporal scales: evidence for the signature of mantle reactive melt channels ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplementary whole rock analyses new and published,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Raw Whole Rock Major data (wt.%),,,,,,,,,,,,,,Normalised Whole Rock Major data (wt%),,,,,,,,,,,Whole Rock Trace data (ug/g),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llaima,120319/02B,,,38.692,,this study,58.57,1.25,17.22,8.42,0.19,2.51,5.71,4.87,0.91,0.35,37.10,0.99,98.47,,59.49,1.27,17.49,8.55,0.19,2.55,5.80,4.94,0.93,0.35,,29.3,108.8,2.90,0.77,12.2,,23.3,102,3,11,2,9,100,20.7,18.5,443,294,29.5,2.1,0.78,1.72,11.8,4.2,19.6,5.0,1.66,5.6,0.87,5.7,1.13,3.46,0.48,3.2,0.49,3.2,0.17
Llaima,120318/04A,,,38.692,,this study,50.99,1.10,21.21,9.59,0.15,3.71,9.53,3.09,0.44,0.19,43.33,2.01,102.01,,49.99,1.08,20.80,9.40,0.15,3.63,9.34,3.03,0.43,0.18,,16.4,66.5,1.99,,7.4,,31.0,259,40,23,19,102,78,20.3,7.9,466,166,18.7,1.1,0.41,0.80,7.4,2.6,12.0,3.1,1.01,3.3,0.50,3.4,0.64,2.0,0.31,2.1,0.28,2.1,0.11
Llaima,CLD205W,,,38.692,,this study,62.87,1.01,16.44,7.76,0.19,1.35,3.97,4.78,1.30,0.33,25.55,1.91,101.91,,61.69,0.99,16.13,7.61,0.18,1.32,3.90,4.69,1.27,0.32,,37,170,3.9,,17,,21,44,1.5,9.0,0.9,36.2,112,21,29.4,317,396,35,3.1,1.10,2.52,16,5.5,25,6.3,1.82,7.15,1.18,7.4,1.50,4.54,0.65,4.5,0.64,4.74,0.24
Llaima,CLD205X,,,38.692,,this study,53.27,1.13,18.13,10.47,0.16,4.50,8.59,3.10,0.50,0.15,45.97,1.32,101.32,,52.58,1.11,17.89,10.33,0.16,4.44,8.48,3.06,0.49,0.15,,20,74,2.0,,8,,34,253,40.7,28.5,23.3,100.6,89,20,10.1,458,195,17,1.1,0.39,1.02,9,3.2,15,3.9,1.34,4.25,0.68,4.4,0.95,2.59,0.36,2.5,0.38,2.35,0.13
Llaima,CLD205Y,,,38.692,,this study,57.53,1.25,17.17,9.58,0.18,2.80,6.19,4.20,0.87,0.22,36.61,1.22,101.22,,56.83,1.24,16.96,9.47,0.18,2.76,6.12,4.15,0.86,0.22,,26,115,2.9,,12,,27,206,3.5,19.0,3.0,54.2,117,21,19.2,433,299,27,2.1,0.75,1.72,12,4.1,19,4.8,1.59,5.25,0.84,5.2,1.07,3.27,0.47,3.1,0.46,3.35,0.18
Llaima,CLD209A,,,38.692,,this study,62.78,0.67,20.32,6.59,0.18,0.60,2.41,4.97,1.27,0.22,15.27,5.01,105.01,,59.78,0.64,19.35,6.27,0.17,0.57,2.29,4.74,1.21,0.21,,38,231,5.1,,22,,17,39,0.7,2.3,0.9,11.7,92,22,23.1,222,369,41,4.2,1.34,2.43,19,6.3,28,6.9,1.89,7.29,1.19,7.9,1.62,4.97,0.72,5.1,0.74,6.47,0.30
Llaima,CLD209C,,,38.692,,this study,54.96,1.39,17.54,10.62,0.19,3.25,6.91,4.19,0.72,0.25,37.70,0.84,100.84,,54.50,1.38,17.39,10.53,0.18,3.22,6.86,4.15,0.71,0.25,,25,97,2.8,,10,,31,251,3.9,21.5,2.6,26.3,105,22,14.7,464,272,24,1.9,0.68,1.38,12,4.0,18,4.4,1.74,5.26,0.85,5.5,1.09,3.15,0.45,3.0,0.45,2.95,0.18
Llaima,CLD275A,,,38.692,,this study,54.34,1.06,17.96,9.72,0.16,4.30,8.44,3.29,0.59,0.16,46.68,1.13,101.13,,53.73,1.05,17.76,9.61,0.15,4.25,8.34,3.25,0.58,0.15,,20,73,2.2,,8,,34,255,38.7,28.0,21.5,112.9,93,20,13.1,483,225,19,1.3,0.45,1.23,9,3.0,14,3.5,1.31,3.98,0.63,4.1,0.84,2.43,0.35,2.3,0.35,2.28,0.12
Llaima,CLD302A,,,38.692,,this study,54.96,1.45,15.96,11.48,0.19,3.51,7.37,4.08,0.79,0.21,37.67,0.03,100.03,,54.94,1.45,15.96,11.48,0.19,3.51,7.37,4.08,0.79,0.21,,25,94,2.4,,10,,36,379,4.9,27.3,5.2,69.1,117,21,16.8,448,260,23,1.7,0.63,1.50,11,3.6,17,4.6,1.56,5.03,0.79,5.2,1.04,3.21,0.46,2.9,0.44,2.90,0.14
Llaima,CLD304C,,,38.692,,this study,62.93,0.99,16.27,7.56,0.18,1.35,4.03,5.02,1.33,0.34,26.17,2.21,102.21,,61.57,0.97,15.92,7.39,0.18,1.32,3.95,4.91,1.30,0.33,,39,172,3.9,,17,,21,40,1.1,9.0,0.7,36.5,113,22,29.3,331,422,38,3.2,1.24,2.60,17,5.5,27,7.0,2.07,7.94,1.25,7.9,1.65,4.93,0.70,5.0,0.71,5.09,0.26
Llaima,CLD305A,,,38.692,,this study,62.88,0.95,16.10,7.17,0.18,1.54,4.22,5.36,1.29,0.31,29.88,1.07,101.07,,62.21,0.94,15.93,7.09,0.18,1.53,4.18,5.30,1.28,0.31,,34,158,3.7,,16,,19,47,3.4,8.4,2.5,16.0,114,21,27.4,338,373,33,3.0,1.10,2.63,17,5.7,25,6.4,1.93,7.28,1.13,7.1,1.50,4.40,0.64,4.4,0.68,4.53,0.21
Llaima,120318/04C,,,38.692,,this study,58.13,1.25,17.59,8.54,0.19,2.54,5.68,4.87,0.88,0.33,37.03,1.12,101.12,,57.49,1.23,17.40,8.45,0.18,2.51,5.61,4.81,0.87,0.33,,29.2,119.6,2.94,,12.6,,23.9,107,5,12,5,13,106,21.4,17.7,435,282,29.7,2.2,0.82,1.61,12.0,4.1,19.8,4.8,1.74,5.5,0.92,5.4,1.16,3.3,0.44,3.5,0.49,3.4,0.23
Llaima,120318/04D,,,38.692,,this study,61.88,0.90,17.83,7.14,0.18,1.51,3.94,5.21,1.14,0.27,29.57,2.35,102.35,,60.46,0.88,17.42,6.97,0.17,1.48,3.85,5.09,1.11,0.26,,34.1,151.0,3.60,,16.3,,19.7,50,3,6,2,10,98,21.7,22.8,324,342,35.6,3.0,1.07,2.06,14.7,4.8,22.5,5.6,1.73,6.4,0.99,6.7,1.37,4.0,0.60,4.0,0.64,4.4,0.23
Llaima,120319/01D,,,38.692,,this study,58.20,1.25,17.50,8.46,0.20,2.55,5.72,4.91,0.87,0.33,37.35,0.80,100.80,,57.74,1.24,17.37,8.39,0.20,2.53,5.68,4.88,0.86,0.33,,29.7,110.5,2.91,,12.1,,24.6,109,5,13,2,12,107,21.3,17.0,441,287,30.5,2.1,0.79,1.45,11.9,4.2,20.0,5.0,1.75,5.7,0.89,5.9,1.16,3.5,0.50,3.3,0.49,3.3,0.20
Llaima,120319/02A,,,38.692,,this study,66.29,0.62,16.62,5.67,0.18,0.79,2.88,5.31,1.46,0.18,21.61,3.39,103.39,,64.12,0.60,16.07,5.49,0.17,0.76,2.78,5.14,1.41,0.18,,36.6,169.4,4.00,,18.0,,16.1,17,1,3,2,9,110,20.2,30.6,251,421,37.5,3.4,1.19,3.57,16.0,4.9,22.9,5.9,1.54,6.1,1.06,7.0,1.42,4.5,0.64,4.6,0.66,4.8,0.24
Llaima,120319/02B,,,38.692,,this study,58.57,1.25,17.22,8.42,0.19,2.51,5.71,4.87,0.91,0.35,37.10,0.99,100.99,,58.00,1.23,17.05,8.34,0.19,2.49,5.65,4.82,0.90,0.34,,29.3,108.8,2.90,,12.2,,23.3,102,3,11,2,9,100,20.7,18.5,443,294,29.5,2.1,0.78,1.72,11.8,4.2,19.6,5.0,1.66,5.6,0.87,5.7,1.13,3.46,0.48,3.2,0.49,3.2,0.17
Llaima,CLD296A,,,38.692,,this study,57.97,1.20,20.13,8.67,0.18,1.83,4.50,4.33,0.85,0.34,29.41,3.55,103.55,,55.99,1.16,19.44,8.38,0.18,1.76,4.34,4.19,0.82,0.33,,38,164,3.9,,17,,25,81,2.4,9.1,2.0,11.1,93,24,17.8,397,318,37,3.1,1.11,1.61,17,5.8,26,6.5,2.05,7.30,1.12,7.1,1.47,4.41,0.63,4.4,0.64,4.63,0.23
Llaima,CLD205V,,,38.692,,this study,59.18,1.14,16.75,8.24,0.19,2.60,5.90,4.74,0.98,0.27,38.40,0.45,100.45,,58.92,1.13,16.68,8.21,0.19,2.59,5.88,4.72,0.98,0.27,,28,98,2.9,,12,,25,132,6.0,14.3,3.9,18.0,104,21,23.6,454,317,27,2.1,0.74,2.31,13,4.3,20,5.1,1.65,5.62,0.90,5.8,1.20,3.55,0.50,3.4,0.53,3.04,0.19
Llaima,CLD205A,,,38.692,,this study,59.59,1.17,16.70,7.95,0.18,2.46,5.62,5.00,1.02,0.32,37.95,0.16,100.16,,59.49,1.17,16.67,7.94,0.18,2.45,5.61,4.99,1.02,0.32,,30,120,3.0,,13,,25,118,2.8,12.8,2.1,13.4,114,23,22.9,482,336,30,2.3,0.85,1.88,13,4.4,20,5.4,1.83,5.87,0.94,5.8,1.23,3.61,0.53,3.4,0.55,3.42,0.18
Llaima,CLD205B,,,38.692,,this study,59.44,1.18,16.75,7.98,0.19,2.49,5.65,4.99,0.99,0.33,38.15,0.04,100.04,,59.41,1.18,16.75,7.98,0.19,2.49,5.65,4.99,0.99,0.33,,27,110,2.9,,12,,22,104,2.4,11.9,2.3,10.4,104,20,21.3,464,309,28,2.0,0.78,1.85,13,4.3,20,5.2,1.83,5.75,0.93,5.9,1.20,3.61,0.50,3.3,0.50,3.39,0.19
Llaima,CLD205C,,,38.692,,this study,61.75,1.00,16.42,7.11,0.18,2.04,4.79,5.23,1.19,0.30,36.16,0.43,100.43,,61.49,1.00,16.35,7.08,0.18,2.03,4.77,5.21,1.18,0.29,,27,129,3.2,,13,,18,63,3.4,8.1,2.9,8.1,98,19,21.4,357,318,26,2.1,0.85,2.12,14,4.7,22,5.6,1.78,5.98,0.92,6.2,1.27,3.77,0.56,3.8,0.54,3.86,0.21
Llaima,120319/02A,,,38.692,,this study,66.29,0.62,16.62,5.67,0.18,0.79,2.88,5.31,1.46,0.18,,3.39,103.39,,64.12,0.60,16.07,5.49,0.17,0.76,2.78,5.14,1.41,0.18,,36.6,169.4,4.00,,18.0,,16.1,17,1,3,2,9,110,20.2,30.6,251,421,37.5,3.4,1.19,3.57,16.0,4.9,22.9,5.9,1.54,6.1,1.06,7.0,1.42,4.5,0.64,4.6,0.66,4.8,0.24
Llaima,JK 195b,ll d,,38.692,,"Schindlbeck et al., 2014 ",63.17,0.99,15.36,7.32,0.17,1.31,3.96,5.17,1.36,0.34,26.15,,99.15,,63.71,1.00,15.49,7.38,0.17,1.32,3.99,5.21,1.37,0.34,,38,,3,,10,,18,35,0,8,0,44,103,17,27,296,390,31,0,1,,30,,19,,,,,,,,,,,,
Llaima,LLA1,III a,,38.692,,"Schindlbeck et al., 2014 ",63.09,0.77,15.90,6.57,0.16,1.48,4.04,5.18,1.37,0.20,30.83,,98.76,,63.88,0.78,16.10,6.65,0.16,1.50,4.09,5.25,1.39,0.20,,36,,4,,14,,,65,18,12,2,,107,19,34,346,337,42,4,,,14,,,,,,,,,,,,,,
Llaima,JK 194,ll e,,38.692,,"Schindlbeck et al., 2014 ",62.86,0.93,15.61,6.76,0.17,1.28,3.87,5.24,1.32,0.31,27.25,,98.35,,63.91,0.95,15.87,6.87,0.17,1.30,3.93,5.33,1.34,0.32,,38,,4,,18,,12,33,0,9,0,82,107,18,27,314,383,30,1,0,,16,,23,,,,,,,,,,,,
Llaima,JK 215b,ll e,,38.692,,"Schindlbeck et al., 2014 ",62.50,0.91,15.42,6.77,0.17,1.25,3.77,5.23,1.31,0.29,26.76,,97.62,,64.02,0.93,15.80,6.94,0.17,1.28,3.86,5.36,1.34,0.30,,35,,5,,13,,14,26,0,5,0,28,105,16,28,313,383,32,0,0,,20,,20,,,,,,,,,,,,
Llaima,Jk 215a,ll e,,38.692,,"Schindlbeck et al., 2014 ",63.80,0.93,15.69,6.78,0.17,1.29,3.89,5.34,1.34,0.30,27.35,,99.53,,64.10,0.93,15.76,6.81,0.17,1.30,3.91,5.37,1.35,0.30,,39.27,157.01,3.71,1.24,14.17,,17.42,22.36,< 4,4.75,< 5,9.60,100.76,19.06,29.63,334.53,396.05,36.29,2.86,1.07,2.53,14.95,5.06,23.26,6.00,1.72,6.42,1.07,6.83,1.43,4.04,0.62,4.16,0.64,4.10,0.24
Llaima,JK 261b,"lll b,c",,38.692,,"Schindlbeck et al., 2014 ",62.76,0.50,15.77,5.25,0.17,0.56,2.39,4.96,1.43,0.12,17.43,,93.91,,66.83,0.53,16.79,5.59,0.18,0.60,2.54,5.28,1.52,0.13,,39,,5,,27,,15,27,2,4,0,44,99,18,31,224,431,44,6,3,,0,,30,,,,,,,,,,,,
Llaima,JK 263b,"lll b,c",,38.692,,"Schindlbeck et al., 2014 ",62.59,0.49,15.73,4.98,0.17,0.53,2.25,4.89,1.42,0.18,17.39,,93.23,,67.14,0.53,16.87,5.34,0.18,0.57,2.41,5.25,1.52,0.19,,38,,5,,22,,14,19,5,3,1,59,99,16,31,226,445,30,2,1,,12,,23,,,,,,,,,,,,
Llaima,JK 207a,"lll b,c",,38.692,,"Schindlbeck et al., 2014 ",63.97,0.50,15.28,5.00,0.16,0.60,2.51,5.14,1.45,0.12,19.19,,94.73,,67.53,0.53,16.13,5.28,0.17,0.63,2.65,5.43,1.53,0.13,,42,,5,,21,,10,9,2,2,1,61,105,22,31,254,471,40,1,3,,13,,29,,,,,,,,,,,,
Llaima,JK 207b,"lll b,c",,38.692,,"Schindlbeck et al., 2014 ",66.61,0.51,15.31,4.91,0.16,0.62,2.62,5.52,1.51,0.12,19.99,,97.89,,68.05,0.52,15.64,5.02,0.16,0.63,2.68,5.64,1.54,0.12,,39,,5,,13,,13,15,6,1,0,40,102,19,31,260,446,42,4,5,,18,,19,,,,,,,,,,,,
Llaima,LLA5,"lll b,c",,38.692,,"Schindlbeck et al., 2014 ",66.53,0.48,15.14,4.95,0.15,0.59,2.51,5.63,1.61,0.11,19.08,,97.70,,68.10,0.49,15.50,5.07,0.15,0.60,2.57,5.76,1.65,0.11,,39.63,197.09,4.11,1.38,16.05,,22.88,17.41,2.60,2.99,1.19,12.08,119.13,21.58,36.69,253.57,470.28,40.34,3.24,1.18,3.06,16.93,5.42,24.12,5.98,1.59,6.36,1.06,6.93,1.46,4.17,0.65,4.48,0.69,4.87,0.25
Llaima,LLA3,lll b,,38.692,,"Schindlbeck et al., 2014 ",66.04,0.45,14.98,4.76,0.16,0.57,2.35,5.60,1.62,0.11,19.15,,96.64,,68.34,0.47,15.50,4.93,0.17,0.59,2.43,5.79,1.68,0.11,,39.53,197.26,4.09,1.34,16.11,,21.79,4.02,0.86,1.82,0.34,9.68,119.02,21.50,36.73,253.15,473.34,40.18,3.24,1.17,3.08,16.88,5.36,23.88,5.97,1.56,6.39,1.05,6.89,1.46,4.22,0.66,4.52,0.69,4.96,0.25
Llaima,LLA4,"lll b,c",,38.692,,"Schindlbeck et al., 2014 ",66.45,0.46,14.91,4.76,0.16,0.48,2.34,5.57,1.65,0.12,16.63,,96.90,,68.58,0.47,15.39,4.91,0.17,0.50,2.41,5.75,1.70,0.12,,42,,9,,20,,,15,18,6,2,,112,18,38,244,449,50,4,,,14,,,,,,,,,,,,,,
Llaima,JK 239,"lll b,c",,38.692,,"Schindlbeck et al., 2014 ",65.88,0.48,14.90,4.75,0.16,0.56,2.39,5.05,1.57,0.11,18.91,,95.85,,68.73,0.50,15.55,4.96,0.17,0.58,2.49,5.27,1.64,0.11,,41,,6,,19,,17,5,4,0,0,8,102,19,35,237,461,45,3,0,,15,,25,,,,,,,,,,,,
Llaima,JK 237a,"lll b,c",,38.692,,"Schindlbeck et al., 2014 ",67.23,0.48,15.23,4.57,0.15,0.56,2.43,5.35,1.58,0.11,19.51,,97.69,,68.82,0.49,15.59,4.68,0.15,0.57,2.49,5.48,1.62,0.11,,36.56,179.79,4.04,1.71,16.36,,13.52,3.36,5.04,1.43,0.27,6.89,95.68,19.29,34.85,246.34,440.86,36.95,3.12,1.11,2.83,15.51,5.02,22.22,5.56,1.43,5.81,0.99,6.46,1.36,3.93,0.62,4.24,0.65,4.89,0.24
Llaima,LLA2,"lll b,c",,38.692,,"Schindlbeck et al., 2014 ",66.82,0.42,14.72,4.56,0.15,0.39,2.19,5.53,1.70,0.10,14.47,,96.58,,69.19,0.43,15.24,4.72,0.16,0.40,2.27,5.73,1.76,0.10,,43,,9,,19,,,12,18,6,2,,110,18,41,227,485,43,6,,,14,,,,,,,,,,,,,,
Melimoyu,T-4A,Mel2 tephra,,44.07,,Naranjo and Stern 2004,60.16,1.23,17.03,7.81,0.15,1.25,3.58,5.82,2.10,0.31,24.04,1.29,100.73,,59.72,1.22,16.91,7.76,0.15,1.24,3.55,5.78,2.08,0.31,,34,263,13,,,,,,,,,,,,49,315,0,,,,,,,,,,,,,,,,,,,
Melimoyu,T-4D,Mel1B tephra,,44.07,,Naranjo and Stern 2004,50.10,1.66,16.20,12.05,0.16,5.06,8.66,3.47,0.88,0.28,45.37,2.11,100.63,,49.78,1.65,16.10,11.98,0.16,5.03,8.61,3.45,0.87,0.28,,26,135,5,,,,,,,,,,,,16,464,0,,,,,,,,,,,,,,,,,,,
Melimoyu,T-4E,Mel1A tephra,,44.07,,Naranjo and Stern 2004,65.11,0.82,17.24,4.90,0.12,0.68,2.16,5.47,2.21,0.21,21.56,1.52,100.44,,64.83,0.82,17.17,4.87,0.12,0.68,2.15,5.45,2.20,0.21,,31,296,13,,,,,,,,,,,,58,266,0,,,,,,,,,,,,,,,,,,,
Minchinmahuida,170299-1H,Mic1 tephra,,42.8,,Naranjo and Stern 2004,57.25,1.24,17.85,6.76,0.13,2.05,4.83,4.38,1.68,0.35,37.51,3.42,99.94,,57.29,1.24,17.86,6.76,0.13,2.05,4.83,4.38,1.68,0.35,,42,224,6,,,,,,,,,,,,46,277,486,,,,,,,,,,,,,,,,,,,
Minchinmahuida,170299-6,Mic2 tephra,,42.8,,Naranjo and Stern 2004,69.89,0.07,14.92,1.60,0.06,0.27,1.23,3.76,2.92,0.10,25.02,4.89,99.71,,70.09,0.07,14.96,1.61,0.06,0.27,1.23,3.77,2.93,0.10,,12,67,5,,,,,,,,,,,,107,110,542,,,,,,,,,,,,,,,,,,,
Minchinmahuida,170299-1K,Mic2 tephra,,42.8,,Naranjo and Stern 2004,71.11,0.15,13.31,1.73,0.06,0.27,1.43,4.02,2.98,0.11,23.63,4.72,99.89,,71.19,0.15,13.33,1.73,0.06,0.27,1.43,4.02,2.98,0.11,,14,76,6,,,,,,,,,,,,108,126,606,,,,,,,,,,,,,,,,,,,
Mirador,126791,Lava 1979 eruption?,,40.35,,Lopez-Escobar and Moreno 1981,52.42,1.19,17.97,11.79,0.18,4.56,8.21,3.98,0.47,0.17,43.35,,100.94,,51.93,1.18,17.80,11.68,0.18,4.52,8.13,3.94,0.47,0.17,,,,,,,,32.2,,6,28.1,60,,,,4,257,,16.8,1.4,,,7,,12,3.48,1.1,,,,,,,2.4,0.42,1.9,0.12
Mirador,126792,Lava 1979 eruption?,,40.35,,Lopez-Escobar and Moreno 1981,52.73,1.21,18.05,11.63,0.18,4.57,8.42,3.93,0.47,0.19,43.74,,101.38,,52.01,1.19,17.80,11.47,0.18,4.51,8.31,3.88,0.46,0.19,,,,,,,,32,,9,26.9,60,,,,4,236,,17.1,1,,,6.6,,12,3.58,1.03,,,,,,,2.5,0.4,1.9,0.1
Mirador,224793,Bomb 1979 eruption?,,40.35,,Lopez-Escobar and Moreno 1981,53.34,1.17,18.32,11.25,0.19,4.32,8.43,3.82,0.50,0.19,43.17,,101.53,,52.53,1.15,18.04,11.08,0.19,4.25,8.30,3.76,0.49,0.19,,,,,,,,27,,9,24.1,53,,,,4,218,,17.8,,,,7.2,,13,3.76,1.23,,,,1,,,2.4,,2.6,
Mirador,264793,Lava 1979 eruption?,,40.35,,Lopez-Escobar and Moreno 1981,53.56,1.17,17.93,11.19,0.19,4.29,8.50,3.88,0.51,0.18,43.14,,101.40,,52.82,1.15,17.68,11.03,0.19,4.23,8.38,3.83,0.50,0.18,,,,,,,,27.5,,9,24.1,53,,,,4,250,,18.8,,,,6.8,,,3.56,1.26,,,,,,,2.2,,1.7,
Mirador,304795,Bomb 1979 eruption?,,40.35,,Lopez-Escobar and Moreno 1981,53.35,1.20,17.65,11.64,0.19,4.43,8.62,3.81,0.48,0.18,42.96,,101.55,,52.54,1.18,17.38,11.46,0.19,4.36,8.49,3.75,0.47,0.18,,,,,,,,37.5,,9,28.4,66,,,,4,250,,19.1,1.6,,,6.5,,,3.61,1.3,,,,1.1,,,2.4,,2.6,
Mirador,PU-05-32,,,40.35,,"Singer et al., 2008",51.80,1.19,18.53,12.67,0.18,4.23,8.16,3.82,0.52,0.17,39.78,-0.56,100.71,,51.44,1.18,18.40,12.58,0.18,4.20,8.10,3.79,0.52,0.17,,23.6,61,1.1,,6,,,280,,27,,61,77,20,8,445,182,17.4,0.69,0.22,0.8,7,2.61,12,2.82,1.22,3.69,0.64,3.89,0.83,2.4,0.36,2.25,0.35,1.9,0.08
Mocho,CL161(b),Tephra,,39.927,,"Jacques et al., 2014",55.85,1.30,16.29,10.02,0.15,4.49,7.98,3.74,0.90,0.21,46.99,,100.93,,55.33,1.29,16.14,9.93,0.15,4.45,7.91,3.71,0.89,0.21,,27.5,105,2.63,,9.34,,37.3,300,101,34.5,55.4,93.7,100,25.2,22.9,583,309,27.2,2.04,0.638,1.66,11.5,3.84,18,4.59,1.46,4.83,0.777,4.9,1.005,2.79,0.417,2.76,0.412,2.88,0.156
Nevado de longavi,MADHST-2,dacitic clast block and ash,,36.18,,"Selles et al., 2004 ",64.21,0.57,17.33,5.18,0.09,2.23,4.92,4.52,1.28,0.18,45.98,,100.51,,63.88,0.57,17.24,5.16,0.09,2.22,4.89,4.50,1.27,0.18,,9,100,4.4,,11.6,,9,,26,,19,,,,26.5,581,442,32,1.64,0.6,,13.9,,15.5,2.92,0.93,2.49,0.35,,,,,0.86,0.13,2.79,
Nevado de longavi,Pomez-04,Pumice,,36.18,,"Selles et al., 2006",64.68,0.52,16.97,4.21,0.08,2.04,4.50,4.58,1.36,0.17,48.95,1.17,100.28,,64.50,0.52,16.92,4.20,0.08,2.03,4.49,4.57,1.36,0.17,,7.2,125,3.2,,13.5,,7,72,31,10,16,,,,26.4,566,509,26.1,2.14,,2.14,12.5,3.09,13,2.19,0.77,2.02,0.3,1.28,0.25,0.67,,0.62,0.1,2.18,0.25
Nevado de longavi,LRBPomez 01.1,Pumice,,36.18,,"Selles et al., 2006",64.64,0.53,17.15,4.19,0.08,2.01,4.54,4.58,1.35,0.17,48.70,0.79,100.03,,64.62,0.53,17.14,4.19,0.08,2.01,4.54,4.58,1.35,0.17,,7.2,124,3.3,,13.8,,8,69,24,11,16,,,,25.9,573,486,25.4,2.21,0.55,2.16,12.2,3.04,12.3,2.25,0.77,1.95,0.29,1.31,0.27,0.65,,0.62,0.09,2.17,0.24
Nevado de longavi,Pomez02,Pumice,,36.18,,"Selles et al., 2004 ",65.13,0.53,17.28,4.68,0.08,2.03,4.58,4.62,1.36,0.17,46.16,,100.46,,64.83,0.53,17.20,4.66,0.08,2.02,4.56,4.60,1.35,0.17,,8,83,3.8,,13.8,,8,,24,,18,,,,25.5,523,449,25.4,2.21,0.5,,12.2,,12.3,2.25,0.77,1.95,0.29,,,,,0.62,0.09,2.17,
Nevado de longavi,Pomez01,pumice,,36.18,,"Selles et al., 2004 ",65.78,0.52,16.95,4.54,0.08,2.00,4.39,4.61,1.43,0.16,46.57,,100.46,,65.48,0.52,16.87,4.52,0.08,1.99,4.37,4.59,1.42,0.16,,8,84,3.8,,16.1,,8,,18,,18,,,,26.9,509,454,25.4,2.31,0.6,,12.4,,12.2,2.22,0.75,1.96,0.3,,,,,0.61,0.09,2.23,
Osorno,098(a),Tephra,,41.08,,"Jacques et al., 2014",52.24,0.90,18.86,10.48,0.15,4.83,9.97,2.98,0.49,0.14,47.70,,101.04,,51.70,0.89,18.67,10.37,0.15,4.78,9.87,2.95,0.48,0.14,,16.8,57.4,1.62,,5.17,,31.5,250,74.9,26.8,25.2,80.8,77.5,18.4,12.1,360,141,13.7,1.01,0.303,1.04,5.63,2,9.54,2.64,0.919,2.91,0.483,3.07,0.637,1.79,0.267,1.78,0.268,1.73,0.107
Osorno,102(a),Tephra,,41.08,,"Jacques et al., 2014",51.63,0.84,20.95,9.14,0.13,3.79,10.84,3.01,0.45,0.13,45.08,,100.91,,51.17,0.83,20.76,9.05,0.13,3.76,10.74,2.98,0.45,0.13,,16.6,57.1,1.62,,4.93,,28.7,240,68.8,22.6,20.5,84.6,73.7,20.6,11.6,412,132,13.3,0.856,0.275,0.959,5.37,1.93,9.28,2.53,0.884,2.79,0.461,2.95,0.605,1.69,0.252,1.67,0.252,1.62,0.097
Osorno,CLD335A,,,41.1,,this study,57.36,1.02,19.79,8.59,0.17,2.13,5.30,4.48,0.85,0.31,32.96,2.76,102.76,,55.82,0.99,19.26,8.36,0.16,2.08,5.15,4.36,0.83,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osorno,CLD339A,,,41.1,,this study,52.02,0.89,20.61,8.25,0.13,3.85,10.56,3.08,0.48,0.13,48.02,-0.14,99.86,,52.10,0.89,20.64,8.26,0.13,3.86,10.57,3.08,0.48,0.13,,17,66,2,,6,,32,276,75,25,22,100,90,23,13.2,448,149,15,1.1,0.35,1.16,6,2.2,11,2.7,0.97,3.24,0.52,3.3,0.68,1.94,0.28,1.9,0.29,1.97,0.10
Osorno - dacitic dome,080385-04,,,41.08,,"Lopez Escobar et al., 1992",68.48,0.56,14.45,4.69,0.08,1.10,3.51,4.36,2.12,0.16,31.70,,99.51,,68.82,0.56,14.52,4.71,0.08,1.11,3.53,4.38,2.13,0.16,,42.2,,,,,,,,,,11,,,,69.1,190,550,61.9,8.6,,,26,,29.2,6.65,1.14,,1.12,,,,,4.33,0.67,,
Osorno parasitic cone,020976-02,,,41.08,,"Lopez Escobar et al., 1992",51.50,0.60,20.48,9.73,0.13,3.68,10.62,2.78,0.41,0.14,42.80,0.77,100.84,,51.07,0.60,20.31,9.65,0.13,3.65,10.53,2.76,0.41,0.14,,,,,,,,,,46,,9,,,,9.6,412,,,0.6,,,5.06,,,2.22,0.89,,,,,,,1.88,0.22,,
Osorno parasitic cone,040976-04,,,41.08,,"Lopez Escobar et al., 1992",50.04,0.46,21.30,9.99,0.13,3.11,11.96,3.12,0.40,0.15,38.12,0.54,101.20,,49.45,0.45,21.05,9.87,0.13,3.07,11.82,3.08,0.40,0.15,,,,,,,,,,54,,12,,,,12.4,409,,12.6,1,,,5.37,,7.8,2.2,0.95,,0.4,,,,,1.76,0.27,,
Osorno parasitic cone,151282-06,,,41.08,,"Lopez Escobar et al., 1992",52.06,0.80,20.58,8.09,0.15,4.08,10.81,3.03,0.42,0.14,49.95,0.16,100.32,,51.89,0.80,20.51,8.06,0.15,4.07,10.78,3.02,0.42,0.14,,14.9,,,,,,,,67,,25,,,,10.5,402,132,12.2,,,,4.49,,7.3,2.25,0.83,,0.31,,,,,1.45,0.22,,
